馬名,血統登録番号,性別,所属,調教師名,種牡馬名,母名,母の父名,馬主名,生産者名,毛色,生年月日,本賞金,収得賞金,前走馬体重,全成績1着数,全成績2着数,全成績3着数,全成績着外数,芝成績1着数,芝成績2着数,芝成績3着数,芝成績着外数,ダート成績1着数,ダート成績2着数,ダート成績3着数,ダート成績着外数,データ作成日,抹消,登録日,抹消日
カセノアステリア,23104150,牝,美,鈴木伸尋,モズアスコット,クィーンオブシバ,ファスリエフ,平川進,須崎牧場,鹿毛,230323,920,400,   0,1,1,1,2,0,0,0,1,1,1,1,1,260309,不在,250605,000000
ブライトエンジェル,23104374,牝,栗,角田晃一,コントレイル,イベリス,ロードカナロア,前田幸貴,ノースヒルズ,鹿毛,230303,310,0,   0,0,0,2,0,0,0,2,0,0,0,0,0,260305,不在,250605,000000
ゼンノトヨタマヒメ,23104612,牝,栗,中村直也,ロードカナロア,クーファディーヴァ,Frankel,大迫久美子,村上欽哉,鹿毛,230117,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,2,260312,不在,250605,000000
ニシノオールワン,23104689,牝,美,加藤征弘,ミッキーアイル,グレイシャーパーク,"Dawn Approach",西山茂行,メイタイファーム,鹿毛,230218,89,0,   0,0,0,0,4,0,0,0,3,0,0,0,1,260406,不在,250605,000000
アマイクチヅケ,23105156,牝,美,松永康利,ゴールドシップ,ツル,コンデュイット,内田玄祥,大北牧場,鹿毛,230223,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260319,在厩,250605,000000
ミトノリン,23105185,牝,栗,前川恭子,アメリカンペイトリオット,ツルマルサンチャン,ディープインパクト,ロイヤルパーク,フクオカファーム,鹿毛,230504,952,400,   0,1,0,1,7,1,0,1,6,0,0,0,1,260330,在厩,250605,000000
ショコラプリン,23105272,牝,栗,四位洋文,クリソベリル,エスメラルディーナ,"Harlan's Holiday",保坂和孝,ノーザンファーム,栗毛,230303,1274,400,   0,1,2,0,1,0,0,0,0,1,2,0,1,260330,在厩,250605,000000
エイシンキーンラン,23105530,牝,美,田中剛　,エイシンヒカリ,エイシンロード,ジャスタウェイ,栄進堂,織田正敏,芦毛,230326,0,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,260316,在厩,250605,000000
ラストシャイニー,23105803,牝,美,千葉直人,ダノンプレミアム,シンメイフジ,フジキセキ,中村伊三美,ケイアイファーム,黒鹿,230209,59,0,   0,0,0,0,5,0,0,0,1,0,0,0,4,260316,在厩,250605,000000
ブライスフェアリー,23105892,牝,美,堀内岳志,ウインブライト,メジロフォーナ,ナリタトップロード,コスモヴューファーム,コスモヴューファーム,鹿毛,230216,299,0,   0,0,0,1,4,0,0,1,4,0,0,0,0,260223,不在,250605,000000
ジェムシリカ,23106130,牝,美,千葉直人,ダンカーク,カブリオレ,Dansili,ミルファーム,T.Mファーム,芦毛,230320,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260319,在厩,250605,000000
セイウンアインス,23106256,牝,美,武藤善則,フォーウィールドライブ,セイウンミツコ,ベーカバド,西山茂行,谷川牧場,鹿毛,230303,750,400,   0,1,0,1,6,0,0,1,4,1,0,0,2,260406,在厩,250605,000000
ビースタニング,23106357,牝,美,小手川準,タワーオブロンドン,タマモアマリリス,ゼンノロブロイ,馬場祥晃,前田牧場,鹿毛,230306,75,0,   0,0,0,0,3,0,0,0,1,0,0,0,1,260211,不在,250605,000000
シンデレラリバティ,23106594,牝,美,蛯名利弘,タリスマニック,タマサイ,トーセンホマレボシ,ミルファーム,ミルファーム,黒鹿,230301,131,0,   0,0,0,0,6,0,0,0,5,0,0,0,1,260219,不在,250605,000000
アンデルストープ,23106764,牝,美,伊坂重信,インディチャンプ,ダンシングクイーン,"Giant's Causeway",ノルマンディーサラブレッドレーシング,若林順一,鹿毛,230409,75,0,   0,0,0,0,4,0,0,0,2,0,0,0,2,260330,在厩,250605,000000
スウィフトミモザ,23106839,牝,美,辻哲英　,ロードカナロア,アドマイヤミモザ,ハーツクライ,大塚亮一,ノーザンファーム,鹿毛,230127,750,400,   0,1,0,0,0,1,0,0,0,0,0,0,0,250821,不在,250605,000000
イルミナジーティー,23106872,牝,栗,西園翔太,シュヴァルグラン,イルミナル,ロードカナロア,田畑利彦,ノーザンファーム,栗毛,230131,389,0,   0,0,0,2,2,0,0,2,2,0,0,0,0,260302,不在,250605,000000
ディオレガーロ,23107038,牝,栗,長谷川浩,サートゥルナーリア,シュプリームギフト,ディープインパクト,サンデーレーシング,ノーザンファーム,青鹿,230326,75,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,260211,不在,250605,000000
マジカルアメジスト,23107076,牝,栗,吉岡辰弥,シスキン,スペルオンミー,ダイワメジャー,サンデーレーシング,ノーザンファーム,黒鹿,230402,190,0,   0,0,0,1,0,0,0,1,0,0,0,0,0,250908,不在,250605,000000
タッセルノット,23107121,牝,美,林徹　　,キズナ,ディアンドル,ルーラーシップ,シルクレーシング,ノーザンファーム,黒鹿,230311,860,400,   0,1,1,0,0,1,1,0,0,0,0,0,0,260326,在厩,250605,000000
カリヨンアヴォン,23107220,牝,美,勢司和浩,ルヴァンスレーヴ,ベルクワイア,ロードカナロア,キャロットファーム,ノーザンファーム,栗毛,230210,870,400,   0,1,0,0,2,0,0,0,0,1,0,0,2,260312,不在,250605,000000
ガラベイヤ,23107279,牝,美,加藤士津,アルアイン,モルジアナ,Dubawi,シルクレーシング,ノーザンファーム,鹿毛,230210,1780,900,   0,2,0,1,2,2,0,1,2,0,0,0,0,260409,不在,250605,000000
ルミテュット,23107284,牝,美,萩原清　,ルヴァンスレーヴ,ユキチャン,クロフネ,シルクレーシング,ノーザンファーム,鹿毛,230123,290,0,   0,0,0,2,2,0,0,0,0,0,0,2,2,260312,不在,250605,000000
リスレジャンデール,23107320,牝,美,栗田徹　,エピファネイア,リリーズキャンドル,"Style Vendome",シルクレーシング,ノーザンファーム,黒鹿,230318,1080,400,   0,1,2,0,1,1,2,0,1,0,0,0,0,260409,在厩,250605,000000
アッチョンブリケ,23107504,牝,栗,小椋研介,マテラスカイ,ニシノワン,ウォーエンブレム,中込哲太郎,目名太山口牧場,鹿毛,230424,190,0,   0,0,0,1,3,0,0,0,0,0,0,1,3,260326,在厩,250605,000000
オスロクィーン,23110048,牝,美,武井亮　,"Liam's Map","Take Ten","Uncle Mo",那須野牧場,"Forever Spring Farm",鹿毛,230219,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260409,在厩,250605,000000
エルリオ,23100614,牝,美,深山雅史,キセキ,ゴールドカルラ,ゼンノロブロイ,磯波勇F,天羽禮治,黒鹿,230406,0,400,   0,1,0,0,5,0,0,0,4,0,0,0,1,260330,不在,250612,000000
ニチヤヲツイデ,23101348,牝,美,高橋文雅,ダノンキングリー,グラマトフィラム,クロフネ,福田光博,B.C.S.,黒鹿,230403,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260326,不在,250612,000000
ヨドノティアラ,23101827,牝,美,矢嶋大樹,マテラスカイ,ヨドノプルメリア,アンライバルド,海原聖一,林農場,栗毛,230430,475,0,   0,0,1,0,5,0,1,0,3,0,0,0,2,260323,在厩,250612,000000
サラサチャチャチャ,23102581,牝,美,田中剛　,ダノンスマッシュ,スズカエンジェル,"High Yield",横井良明,グランド牧場,鹿毛,230415,960,0,   0,0,4,0,3,0,0,0,2,0,4,0,1,260406,不在,250612,000000
オレンジフィールド,23102640,牝,栗,北出成人,サトノクラウン,クィーンズロード,"Quality Road",黒川暁子,ゴールドアップカンパニー,黒鹿,230323,194,0,   0,0,0,0,5,0,0,0,4,0,0,0,1,260119,不在,250612,000000
キャスケード,23102968,牝,栗,高橋亮　,ミスターメロディ,ワンファインデイ,ディープインパクト,飯田良枝,千代田牧場,栗毛,230411,0,0,   0,0,0,0,4,0,0,0,1,0,0,0,3,260409,在厩,250612,000000
ジュリ,23103273,牝,美,萱野浩二,ダノンスマッシュ,ラファエラ,ジャングルポケット,大樹ファーム,松田牧場,鹿毛,230310,220,0,   0,0,1,0,4,0,1,0,4,0,0,0,0,260302,不在,250612,000000
アルファリラエ,23103772,牝,美,田島俊明,ダノンスマッシュ,ゴールデンハープ,ステイゴールド,G1レーシング,社台コーポレーション白老ファーム,黒鹿,230227,0,0,   0,0,0,0,1,0,0,0,1,0,0,0,0,260406,在厩,250612,000000
ミスマラッカ,23103857,牝,美,本間忍　,マテラスカイ,ノーブルサファイア,サウスヴィグラス,乙訓史樹,平岡牧場,栗毛,230306,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260312,不在,250612,000000
ハネマン,23103936,牝,美,伊坂重信,ファインニードル,オルレアンシェリ,ハービンジャー,前川俊行,安達牧場,鹿毛,230302,274,0,   0,0,0,1,5,0,0,1,5,0,0,0,0,260402,在厩,250612,000000
カッサンドラ,23103999,牝,栗,高橋義忠,インディチャンプ,マレンカヤ,ファンタスティックライト,加藤徹,大狩部牧場,鹿毛,230408,59,0,   0,0,0,0,5,0,0,0,3,0,0,0,2,260406,在厩,250612,000000
シルバーゴールド,23104721,牝,美,戸田博文,シルバーステート,オーデュボンパーク,"Candy Ride",新井原博,森永聡,黒鹿,230218,800,0,   0,0,2,1,3,0,2,1,3,0,0,0,0,260115,不在,250612,000000
ココアプローズ,23105745,牝,栗,羽月友彦,タイセイレジェンド,ビターココア,トーセンホマレボシ,京都ホースレーシング,村上進治,栗毛,230429,0,0,   0,0,0,0,3,0,0,0,0,0,0,0,3,260402,不在,250612,000000
シティプロスパー,23105801,牝,栗,小栗実　,コントレイル,シティトゥシティ,"City Zip",中村祐子,ケイアイファーム,鹿毛,230328,0,0,   0,0,0,0,3,0,0,0,2,0,0,0,1,260305,不在,250612,000000
アメティスタ,23105807,牝,栗,牧浦充徳,キタサンブラック,ティアーモ,キングカメハメハ,ロードホースクラブ,ケイアイファーム,鹿毛,230304,2570,900,   0,2,1,0,1,2,1,0,1,0,0,0,0,260326,不在,250612,000000
バレンタインビスタ,23105817,牝,美,蛯名正義,ロードカナロア,プリメラビスタ,オルフェーヴル,中村伊三美,ケイアイファーム,黒鹿,230214,455,0,   0,0,1,1,3,0,1,1,1,0,0,0,2,260319,不在,250612,000000
ヒメヒオウギ,23106148,牝,栗,中竹和也,コントレイル,クロコスミア,ステイゴールド,山口裕介,ディアレストクラブ,青鹿,230204,300,0,   0,0,1,0,4,0,1,0,4,0,0,0,0,260323,在厩,250612,000000
ニシノアオニヨシ,23106265,牝,美,加藤和宏,リーチザクラウン,ニシノラピート,サウスヴィグラス,西山茂行,本桐牧場,青毛,230301,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260330,在厩,250612,000000
パンジー,23106589,牝,美,深山雅史,ウインブライト,カレン,ディープブリランテ,ミルファーム,ミルファーム,芦毛,230311,140,0,   0,0,0,1,7,0,0,1,6,0,0,0,1,260326,不在,250612,000000
オドワローズ,23106942,牝,栗,渡辺薫彦,レイデオロ,オーロラエンブレム,ディープインパクト,シルクレーシング,ノーザンファーム,黒鹿,230501,0,0,   0,0,0,0,6,0,0,0,5,0,0,0,1,260409,不在,250612,000000
グッデイ,23106988,牝,栗,河嶋宏樹,フィエールマン,グランワルツ,ロードカナロア,KSTレーシング,ノーザンファーム,鹿毛,230114,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260409,在厩,250612,000000
ジーティートゥーリ,23107145,牝,美,武市康男,シスキン,ノーブルリーズン,ネオユニヴァース,田畑利彦,ノーザンファーム,鹿毛,230411,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260402,在厩,250612,000000
マカレイ,23107148,牝,美,上原博之,キズナ,ハウメア,キングカメハメハ,サンデーレーシング,ノーザンファーム,鹿毛,230423,1320,400,   0,1,0,1,1,1,0,1,1,0,0,0,0,260402,不在,250612,000000
セラサイト,23107306,牝,栗,茶木太樹,クリソベリル,ランプフィーバー,Ghostzapper,DMMドリームクラブ,ノーザンファーム,鹿毛,230409,89,0,   0,0,0,0,5,0,0,0,0,0,0,0,5,260309,在厩,250612,000000
シャンデヴィーニュ,23107384,牝,栗,柴田卓　,ミスターメロディ,シュペトレーゼ,ディープインパクト,シルクレーシング,坂東牧場,鹿毛,230214,590,400,   0,1,0,0,5,0,0,0,2,1,0,0,3,260406,在厩,250612,000000
ラブデウザ,23109094,牝,美,加藤和宏,リアルスティール,ボンニデー,キングカメハメハ,オールラブクラブ,ストームファームコーポレーション,鹿毛,230319,173,0,   0,0,0,0,9,0,0,0,3,0,0,0,5,260323,在厩,250612,000000
トレニアムーン,23100160,牝,美,清水英克,ビッグアーサー,ソプラノムーン,アドマイヤムーン,ミルファーム,城地牧場,鹿毛,230403,112,0,   0,0,0,0,8,0,0,0,8,0,0,0,0,260330,在厩,250619,000000
ニシノマーレ,23100179,牝,美,伊藤大士,ダノンプレミアム,シーソルティキッス,キングカメハメハ,西山茂行,田上徹,黒鹿,230206,863,0,   0,0,1,3,3,0,1,3,3,0,0,0,0,260409,在厩,250619,000000
イマジェリーナ,23100226,牝,栗,昆貢　　,ダノンスマッシュ,メルジェリーナ,ハービンジャー,川下竜彦,土田ファーム,鹿毛,230326,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,260406,在厩,250619,000000
ピコパープル,23100706,牝,美,上原博之,キタサンブラック,ウィンディガーデン,タニノギムレット,石部美恵子,沖田牧場,鹿毛,230420,0,0,   0,0,0,0,3,0,0,0,3,0,0,0,0,260305,不在,250619,000000
タイセイフレッサ,23100914,牝,美,斎藤誠　,キズナ,キャシーズソング,"Candy Ride",田中成奉,下河辺牧場,黒鹿,230222,1390,400,   0,1,2,1,3,1,2,0,3,0,0,0,0,260312,不在,250619,000000
スマッシング,23100974,牝,栗,佐藤悠太,ダノンスマッシュ,ロイヤルスピリッツ,ハーツクライ,下河辺隆行,下河辺牧場,栗毛,230327,870,0,   0,0,3,1,2,0,2,1,1,0,1,0,1,260323,在厩,250619,000000
ラヴィブリヤント,23101179,牝,栗,藤原英昭,ニューイヤーズデイ,レディオブオペラ,Singspiel,ゴドルフィン,ダーレー・ジャパン・ファーム,鹿毛,230228,0,0,   0,0,0,0,0,0,0,0,0,0,0,0,0,251225,不在,250619,000000
ハートニヒヲツケテ,23101230,牝,美,鈴木慎太,アドマイヤマーズ,ジャスティシア,キングカメハメハ,内田玄祥,ナカノファーム,栗毛,230327,140,0,   0,0,0,0,5,0,0,0,5,0,0,0,0,251229,不在,250619,000000
マーゴットガイア,23101702,牝,栗,石坂公一,コントレイル,アントハッティー,Camelot,前田良平,高昭牧場,黒鹿,230129,220,0,   0,0,1,0,2,0,1,0,2,0,0,0,0,260323,在厩,250619,000000
ラブソング,23102312,牝,美,尾関知人,ミスターメロディ,シティーポップ,ロードカナロア,ミルファーム,石川牧場,鹿毛,230208,359,0,   0,0,1,0,6,0,1,0,5,0,0,0,1,260409,在厩,250619,000000
ホワイトオーキッド,23102615,牝,栗,藤原英昭,キズナ,ボンオムトゥック,クロフネ,"Viridian Keiba Club",グランド牧場,芦毛,230307,750,400,   0,1,0,0,3,1,0,0,3,0,0,0,0,260319,不在,250619,000000
プリティーミズホ,23102897,牝,美,菊川正達,フォーウィールドライブ,キャルスカイ,ダイワメジャー,八巻弘一,千代田牧場,栗毛,230326,970,400,   0,1,0,0,4,1,0,0,3,0,0,0,1,251218,不在,250619,000000
リオクリスハーレー,23103103,牝,美,矢野英一,タニノフランケル,ラブミーグリーン,シニスターミニスター,小林照弘,服部牧場,鹿毛,230217,0,0,   0,0,0,0,4,0,0,0,0,0,0,0,4,260402,不在,250619,000000
フォセットジェンヌ,23103237,牝,美,和田勇介,レイデオロ,カーフムーンベイ,Bodemeister,吉田智,前谷牧場,鹿毛,230217,0,0,   0,0,0,0,2,0,0,0,2,0,0,0,0,260223,不在,250619,000000
ルージュボヤージュ,23103386,牝,美,木村哲也,コントレイル,クイーンズアドヴァイス,Orpen,東京ホースレーシング,社台ファーム,鹿毛,230217,832,400,   0,1,0,0,1,1,0,0,1,0,0,0,0,260305,在厩,250619,000000
ベルトナリテ,23103549,牝,栗,辻野泰之,サトノダイヤモンド,ベルスール,スウェプトオーヴァーボード,ライオンレースホース,社台ファーム,鹿毛,230326,0,0,   0,0,0,0,4,0,0,0,3,0,0,0,1,260326,在厩,250619,000000
オレンジリバー,23103727,牝,美,黒岩陽一,スワーヴリチャード,リフタスフェルト,ヨハネスブルグ,G1レーシング,追分ファーム,栗毛,230326,234,0,   0,0,0,0,6,0,0,0,2,0,0,0,4,260406,在厩,250619,000000
リーピングサイン,23103729,牝,美,武藤善則,ハービンジャー,リープオブフェイス,クロフネ,G1レーシング,追分ファーム,鹿毛,230501,59,0,   0,0,0,0,4,0,0,0,2,0,0,0,2,260216,不在,250619,000000
アロハオエ,23104261,牝,美,中川公成,アルアイン,ハワイアンアイ,キングカメハメハ,ミルファーム,富本茂喜,鹿毛,230502,0,0,   0,0,0,0,7,0,0,0,7,0,0,0,0,260402,不在,250619,000000
トランセンコ,23104273,牝,美,松永康利,トランセンド,オトリコミチュウ,ブラックタイド,内田玄祥,中地広大,鹿毛,230227,0,0,   0,0,0,0,5,0,0,0,1,0,0,0,4,260406,在厩,250619,000000
リケアマカロニ,23104808,牝,美,小野次郎,ニューイヤーズデイ,ヴァバーウエン,"Kitten's Joy",稲場澄,スイートフアーム,栗毛,230401,308,0,   0,0,0,1,3,0,0,0,0,0,0,1,3,260406,不在,250619,000000
エンジェルグラース,23104979,牝,栗,高橋康之,シャンハイボビー,スラリーアイス,オレハマッテルゼ,ターフ・スポート,信岡牧場,黒鹿,230405,209,0,   0,0,0,1,6,0,0,0,2,0,0,1,4,260406,在厩,250619,000000
ニシノシャルム,23105138,牝,美,栗田徹　,キタサンブラック,チャームクォーク,クロフネ,西山茂行,鮫川啓一,黒鹿,230130,0,0,   0,0,0,0,5,0,0,0,4,0,0,0,1,260302,不在,250619,000000
トリアングルレディ,23105161,牝,美,尾関知人,ダノンバラード,プリンシプルレディ,アグネスデジタル,ターフ・スポート,大北牧場,鹿毛,230315,0,0,   0,0,0,0,2,0,0,0,1,0,0,0,1,260211,不在,250619,000000
ゴッドアイ,23105352,牝,栗,橋口慎介,コントレイル,ジェルミナーレ,アドマイヤムーン,迫田三果子,丸幸小林牧場,黒鹿,230325,590,0,   0,0,1,2,1,0,1,2,1,0,0,0,0,260409,在厩,250619,000000
